index	LMseed	ft	clsseed	dataset	F1_score	loss	accuracy
133	0	ft-seed1	4	 valid	 0.4615384638309479	 0.696619987487793	 0.44672226905822754
19	0	ft-seed1	5	 test	 0.580152690410614	 0.44208887219429016	 0.5483294129371643
139	0	ft-seed1	5	 valid	 0.4588235318660736	 0.5001108050346375	 0.46335646510124207
25	0	ft-seed1	6	 test	 0.5000000596046448	 0.6066558957099915	 0.494425892829895
145	0	ft-seed1	6	 valid	 0.4964538514614105	 0.4511015713214874	 0.4882415533065796
31	0	ft-seed1	7	 test	 0.5522388219833374	 0.6283032298088074	 0.5173004865646362
151	0	ft-seed1	7	 valid	 0.4528301954269409	 0.6680119037628174	 0.4440968930721283
37	0	ft-seed1	8	 test	 0.4888888895511627	 0.6613699793815613	 0.4632968306541443
157	0	ft-seed1	8	 valid	 0.43609023094177246	 0.4850305914878845	 0.4160941541194916
43	0	ft-seed1	9	 test	 0.5316455960273743	 0.5851835012435913	 0.5189670920372009
163	0	ft-seed1	9	 valid	 0.4217686951160431	 0.5449877381324768	 0.41501468420028687
49	0	ft-seed1	10	 test	 0.4651162922382355	 0.7876351475715637	 0.4422152638435364
169	0	ft-seed1	10	 valid	 0.40875911712646484	 0.6061959862709045	 0.4077857434749603
55	0	ft-seed1	11	 test	 0.568965494632721	 0.5870274901390076	 0.55535888671875
175	0	ft-seed1	11	 valid	 0.46043166518211365	 0.49774301052093506	 0.4526840150356293
61	0	ft-seed1	12	 test	 0.5461847186088562	 0.5820209383964539	 0.5405717492103577
181	0	ft-seed1	12	 valid	 0.4458598792552948	 0.5988472104072571	 0.442074179649353
67	0	ft-seed1	13	 test	 0.44131454825401306	 0.6617334485054016	 0.42308545112609863
187	0	ft-seed1	13	 valid	 0.46715328097343445	 0.4917261302471161	 0.4438578188419342
73	0	ft-seed1	14	 test	 0.582456111907959	 0.5261735916137695	 0.5650691390037537
193	0	ft-seed1	14	 valid	 0.4687500298023224	 0.5817894339561462	 0.46887174248695374
79	0	ft-seed1	15	 test	 0.5431034564971924	 0.5236736536026001	 0.5130492448806763
199	0	ft-seed1	15	 valid	 0.4615384638309479	 0.4515714943408966	 0.45928627252578735
85	0	ft-seed1	16	 test	 0.6300365924835205	 0.46109575033187866	 0.607157289981842
205	0	ft-seed1	16	 valid	 0.43478259444236755	 0.49476781487464905	 0.4346143901348114
91	0	ft-seed1	17	 test	 0.49122804403305054	 0.5814564228057861	 0.45914334058761597
211	0	ft-seed1	17	 valid	 0.4142857491970062	 0.4819534420967102	 0.408165842294693
97	0	ft-seed1	18	 test	 0.48510637879371643	 0.4999200999736786	 0.45851048827171326
217	0	ft-seed1	18	 valid	 0.4400000274181366	 0.39687463641166687	 0.4465416967868805
103	0	ft-seed1	19	 test	 0.5736434459686279	 0.5443088412284851	 0.5560984015464783
223	0	ft-seed1	19	 valid	 0.44171783328056335	 0.5909873843193054	 0.4301799535751343
109	0	ft-seed1	20	 test	 0.4864864647388458	 0.5205869674682617	 0.48399099707603455
229	0	ft-seed1	20	 valid	 0.4117646813392639	 0.3999001383781433	 0.3924347460269928
115	0	ft-seed1	21	 test	 0.6058091521263123	 0.4227277338504791	 0.5824961066246033
235	0	ft-seed1	21	 valid	 0.4675324559211731	 0.3723865747451782	 0.46422505378723145
2	0	noft	2	 test	 0.5433962941169739	 0.4767005145549774	 0.5214850902557373
122	0	noft	2	 valid	 0.4457831382751465	 0.4171012043952942	 0.4381187856197357
8	0	noft	3	 test	 0.5438596606254578	 0.37441006302833557	 0.5402586460113525
128	0	noft	3	 valid	 0.4421052634716034	 0.36205780506134033	 0.44779273867607117
14	0	noft	4	 test	 0.5405405163764954	 0.5173587799072266	 0.5371392965316772
134	0	noft	4	 valid	 0.3813953697681427	 0.5903511047363281	 0.39343199133872986
20	0	noft	5	 test	 0.5266667008399963	 0.4419504404067993	 0.5080550312995911
140	0	noft	5	 valid	 0.4293193817138672	 0.4399767816066742	 0.435255229473114
26	0	noft	6	 test	 0.5324674844741821	 0.41715914011001587	 0.5118011236190796
146	0	noft	6	 valid	 0.44897958636283875	 0.4160920977592468	 0.4528375566005707
32	0	noft	7	 test	 0.5679012537002563	 0.4777500629425049	 0.5508254766464233
152	0	noft	7	 valid	 0.4142857491970062	 0.42049285769462585	 0.4008720815181732
38	0	noft	8	 test	 0.5747800469398499	 0.3598693311214447	 0.5545601844787598
158	0	noft	8	 valid	 0.44144144654273987	 0.405771940946579	 0.4474172294139862
44	0	noft	9	 test	 0.5108224749565125	 0.5093541145324707	 0.48221442103385925
164	0	noft	9	 valid	 0.4413793385028839	 0.3927517235279083	 0.426912397146225
50	0	noft	10	 test	 0.5108224749565125	 0.5246335864067078	 0.48768067359924316
170	0	noft	10	 valid	 0.447761207818985	 0.4109422266483307	 0.424713671207428
56	0	noft	11	 test	 0.5603448152542114	 0.5133260488510132	 0.5482234358787537
176	0	noft	11	 valid	 0.4661653935909271	 0.38057011365890503	 0.45219504833221436
62	0	noft	12	 test	 0.5597269535064697	 0.49656251072883606	 0.5423819422721863
182	0	noft	12	 valid	 0.44680851697921753	 0.48734134435653687	 0.4495908319950104
68	0	noft	13	 test	 0.5232067108154297	 0.5087217688560486	 0.5083507895469666
188	0	noft	13	 valid	 0.45255473256111145	 0.3679719567298889	 0.4423004686832428
74	0	noft	14	 test	 0.536796510219574	 0.454653263092041	 0.4843226969242096
194	0	noft	14	 valid	 0.4755244553089142	 0.34815725684165955	 0.46753519773483276
80	0	noft	15	 test	 0.49339210987091064	 0.4725494980812073	 0.47351354360580444
200	0	noft	15	 valid	 0.4571428596973419	 0.35398390889167786	 0.45776131749153137
86	0	noft	16	 test	 0.5022830963134766	 0.4819789230823517	 0.46512266993522644
206	0	noft	16	 valid	 0.3999999761581421	 0.41223767399787903	 0.38923001289367676
92	0	noft	17	 test	 0.5546218752861023	 0.48606786131858826	 0.5333790183067322
212	0	noft	17	 valid	 0.4313725531101227	 0.4288560152053833	 0.4281012713909149
98	0	noft	18	 test	 0.565517246723175	 0.4054659307003021	 0.5478171706199646
218	0	noft	18	 valid	 0.4421052634716034	 0.4349640905857086	 0.46671339869499207
104	0	noft	19	 test	 0.493506520986557	 0.5580055117607117	 0.45603320002555847
224	0	noft	19	 valid	 0.44285714626312256	 0.44473594427108765	 0.43967923521995544
110	0	noft	20	 test	 0.5951557159423828	 0.415360689163208	 0.5806995630264282
230	0	noft	20	 valid	 0.48275861144065857	 0.39201340079307556	 0.4733225107192993
116	0	noft	21	 test	 0.5362318754196167	 0.47137773036956787	 0.5331786274909973
236	0	noft	21	 valid	 0.4550897777080536	 0.4185858368873596	 0.4586920738220215
3	1	ft-seed0	2	 test	 0.5490196347236633	 0.5724288821220398	 0.5155833959579468
123	1	ft-seed0	2	 valid	 0.44117647409439087	 0.6496979594230652	 0.45821937918663025
9	1	ft-seed0	3	 test	 0.5754386186599731	 0.4020021855831146	 0.566059410572052
129	1	ft-seed0	3	 valid	 0.4422110617160797	 0.42443081736564636	 0.44480353593826294
15	1	ft-seed0	4	 test	 0.6111111044883728	 0.4388059079647064	 0.5846359133720398
135	1	ft-seed0	4	 valid	 0.44871795177459717	 0.3783545196056366	 0.4501579701900482
21	1	ft-seed0	5	 test	 0.5679012537002563	 0.49716848134994507	 0.5324816703796387
141	1	ft-seed0	5	 valid	 0.46357616782188416	 0.3597354590892792	 0.44924965500831604
27	1	ft-seed0	6	 test	 0.5486725568771362	 0.43432965874671936	 0.5344046354293823
147	1	ft-seed0	6	 valid	 0.43939390778541565	 0.3266245424747467	 0.4417502284049988
33	1	ft-seed0	7	 test	 0.6108786463737488	 0.4717611074447632	 0.6045064926147461
153	1	ft-seed0	7	 valid	 0.4313725531101227	 0.43972310423851013	 0.4156699478626251
39	1	ft-seed0	8	 test	 0.5909091234207153	 0.29768291115760803	 0.5749288201332092
159	1	ft-seed0	8	 valid	 0.4550897777080536	 0.3085547983646393	 0.4633788466453552
45	1	ft-seed0	9	 test	 0.560669481754303	 0.4620136320590973	 0.5490953922271729
165	1	ft-seed0	9	 valid	 0.44897958636283875	 0.37488117814064026	 0.4432413876056671
51	1	ft-seed0	10	 test	 0.6086956858634949	 0.42837387323379517	 0.5826467275619507
171	1	ft-seed0	10	 valid	 0.43478259444236755	 0.44988685846328735	 0.43672603368759155
57	1	ft-seed0	11	 test	 0.5660377740859985	 0.49595555663108826	 0.5521074533462524
177	1	ft-seed0	11	 valid	 0.4177215099334717	 0.41470322012901306	 0.420681893825531
63	1	ft-seed0	12	 test	 0.5942028760910034	 0.44078487157821655	 0.5803970098495483
183	1	ft-seed0	12	 valid	 0.44692739844322205	 0.43711891770362854	 0.4508112668991089
69	1	ft-seed0	13	 test	 0.5753424763679504	 0.5054553747177124	 0.5615649223327637
189	1	ft-seed0	13	 valid	 0.4333333671092987	 0.42465242743492126	 0.44402429461479187
75	1	ft-seed0	14	 test	 0.607692301273346	 0.36369848251342773	 0.593707799911499
195	1	ft-seed0	14	 valid	 0.4585987329483032	 0.32929185032844543	 0.4540887176990509
81	1	ft-seed0	15	 test	 0.5620437860488892	 0.3254164457321167	 0.5418208837509155
201	1	ft-seed0	15	 valid	 0.4497041702270508	 0.2714768946170807	 0.45483002066612244
87	1	ft-seed0	16	 test	 0.6101694703102112	 0.3997952938079834	 0.5970664024353027
207	1	ft-seed0	16	 valid	 0.4419889450073242	 0.36827152967453003	 0.44359642267227173
93	1	ft-seed0	17	 test	 0.5723905563354492	 0.4410214424133301	 0.5432559251785278
213	1	ft-seed0	17	 valid	 0.4365482032299042	 0.4674760699272156	 0.4319121241569519
99	1	ft-seed0	18	 test	 0.5785713791847229	 0.346145898103714	 0.537955105304718
219	1	ft-seed0	18	 valid	 0.4134078323841095	 0.33745241165161133	 0.4208257496356964
105	1	ft-seed0	19	 test	 0.5414847135543823	 0.505227267742157	 0.5272364020347595
225	1	ft-seed0	19	 valid	 0.4217686951160431	 0.427654892206192	 0.41587772965431213
111	1	ft-seed0	20	 test	 0.5779467225074768	 0.5614640712738037	 0.5631630420684814
231	1	ft-seed0	20	 valid	 0.45000001788139343	 0.45731329917907715	 0.44137561321258545
117	1	ft-seed0	21	 test	 0.5573770403862	 0.516575813293457	 0.5341829657554626
237	1	ft-seed0	21	 valid	 0.4026845395565033	 0.4152399003505707	 0.4038563370704651
4	1	ft-seed1	2	 test	 0.5914397239685059	 0.5607386231422424	 0.5583197474479675
124	1	ft-seed1	2	 valid	 0.43589746952056885	 0.4342404901981354	 0.4398580491542816
10	1	ft-seed1	3	 test	 0.5737704634666443	 0.518389880657196	 0.5634279847145081
130	1	ft-seed1	3	 valid	 0.42953020334243774	 0.3975204527378082	 0.4253101348876953
16	1	ft-seed1	4	 test	 0.5836299061775208	 0.3816649615764618	 0.5631790161132812
136	1	ft-seed1	4	 valid	 0.37931036949157715	 0.36890846490859985	 0.38074082136154175
22	1	ft-seed1	5	 test	 0.6038960814476013	 0.4200931787490845	 0.5767818093299866
142	1	ft-seed1	5	 valid	 0.45000001788139343	 0.39361807703971863	 0.4524843394756317
28	1	ft-seed1	6	 test	 0.5573770999908447	 0.4661884605884552	 0.5439198613166809
148	1	ft-seed1	6	 valid	 0.4565217196941376	 0.38068053126335144	 0.4747180938720703
34	1	ft-seed1	7	 test	 0.5991902351379395	 0.5403699278831482	 0.5718095898628235
154	1	ft-seed1	7	 valid	 0.4556961953639984	 0.4898127019405365	 0.4610288441181183
40	1	ft-seed1	8	 test	 0.63670414686203	 0.29799285531044006	 0.6160865426063538
160	1	ft-seed1	8	 valid	 0.5176470279693604	 0.2861432135105133	 0.5251745581626892
46	1	ft-seed1	9	 test	 0.5886792540550232	 0.392250120639801	 0.5767463445663452
166	1	ft-seed1	9	 valid	 0.44720497727394104	 0.34671708941459656	 0.44917047023773193
52	1	ft-seed1	10	 test	 0.5737704634666443	 0.5335988402366638	 0.55939781665802
172	1	ft-seed1	10	 valid	 0.4109589159488678	 0.43126046657562256	 0.4084997773170471
58	1	ft-seed1	11	 test	 0.5517241954803467	 0.40790465474128723	 0.5228269696235657
178	1	ft-seed1	11	 valid	 0.43113774061203003	 0.3307510316371918	 0.43079525232315063
64	1	ft-seed1	12	 test	 0.5423728823661804	 0.5214505195617676	 0.5331392288208008
184	1	ft-seed1	12	 valid	 0.46979862451553345	 0.40523862838745117	 0.45541146397590637
70	1	ft-seed1	13	 test	 0.5725191235542297	 0.42663702368736267	 0.5290747284889221
190	1	ft-seed1	13	 valid	 0.44692739844322205	 0.4057123363018036	 0.43778395652770996
76	1	ft-seed1	14	 test	 0.6165413856506348	 0.4142192006111145	 0.6040186882019043
196	1	ft-seed1	14	 valid	 0.4431818127632141	 0.35879600048065186	 0.4440614879131317
82	1	ft-seed1	15	 test	 0.5925925970077515	 0.31346964836120605	 0.5623492002487183
202	1	ft-seed1	15	 valid	 0.44171783328056335	 0.27289724349975586	 0.4450274705886841
88	1	ft-seed1	16	 test	 0.599303126335144	 0.4012908637523651	 0.5711842179298401
208	1	ft-seed1	16	 valid	 0.4093567132949829	 0.3552548289299011	 0.4148019850254059
94	1	ft-seed1	17	 test	 0.5680934190750122	 0.5617448687553406	 0.5498369932174683
214	1	ft-seed1	17	 valid	 0.48447200655937195	 0.4144614338874817	 0.4857429265975952
100	1	ft-seed1	18	 test	 0.5746268630027771	 0.5116666555404663	 0.5738064646720886
220	1	ft-seed1	18	 valid	 0.43023255467414856	 0.4778071343898773	 0.4372516870498657
106	1	ft-seed1	19	 test	 0.5517240762710571	 0.6141948103904724	 0.5578478574752808
226	1	ft-seed1	19	 valid	 0.42396309971809387	 0.6560723185539246	 0.43690624833106995
112	1	ft-seed1	20	 test	 0.5658263564109802	 0.4831385910511017	 0.5478011965751648
232	1	ft-seed1	20	 valid	 0.43103447556495667	 0.5641922950744629	 0.4400008022785187
118	1	ft-seed1	21	 test	 0.5827814340591431	 0.3617390990257263	 0.5641347765922546
238	1	ft-seed1	21	 valid	 0.3886255919933319	 0.39799734950065613	 0.39502865076065063
5	1	noft	2	 test	 0.5281385183334351	 0.4756642282009125	 0.5024991631507874
125	1	noft	2	 valid	 0.40287768840789795	 0.3857330083847046	 0.4048222303390503
11	1	noft	3	 test	 0.5643153190612793	 0.4803626239299774	 0.561382532119751
131	1	noft	3	 valid	 0.3866666555404663	 0.47957706451416016	 0.3874838650226593
17	1	noft	4	 test	 0.5821918249130249	 0.3984341025352478	 0.5677289962768555
137	1	noft	4	 valid	 0.3932584226131439	 0.41079074144363403	 0.41720184683799744
23	1	noft	5	 test	 0.5921052694320679	 0.4569582939147949	 0.5805506110191345
143	1	noft	5	 valid	 0.46632125973701477	 0.41115298867225647	 0.47134506702423096
29	1	noft	6	 test	 0.5925925970077515	 0.411027729511261	 0.556318998336792
149	1	noft	6	 valid	 0.4296296536922455	 0.3237917125225067	 0.43004703521728516
35	1	noft	7	 test	 0.5934960246086121	 0.47999921441078186	 0.5628717541694641
155	1	noft	7	 valid	 0.45945945382118225	 0.34085509181022644	 0.45467492938041687
41	1	noft	8	 test	 0.5552050471305847	 0.4669162631034851	 0.5426645874977112
161	1	noft	8	 valid	 0.44897958636283875	 0.4272935688495636	 0.46510761976242065
47	1	noft	9	 test	 0.5791505575180054	 0.45815664529800415	 0.5680941939353943
167	1	noft	9	 valid	 0.4125000238418579	 0.39577150344848633	 0.43273958563804626
53	1	noft	10	 test	 0.5773195624351501	 0.44457459449768066	 0.5565718412399292
173	1	noft	10	 valid	 0.41111111640930176	 0.4423538148403168	 0.42672690749168396
59	1	noft	11	 test	 0.563265323638916	 0.534534752368927	 0.547646701335907
179	1	noft	11	 valid	 0.41134753823280334	 0.43552181124687195	 0.40916135907173157
65	1	noft	12	 test	 0.5795053243637085	 0.5075364708900452	 0.5634565949440002
185	1	noft	12	 valid	 0.45901644229888916	 0.4783734381198883	 0.46437951922416687
71	1	noft	13	 test	 0.5666667222976685	 0.48282700777053833	 0.5505626201629639
191	1	noft	13	 valid	 0.4647887349128723	 0.3755517303943634	 0.4725068211555481
77	1	noft	14	 test	 0.579365074634552	 0.4776264429092407	 0.5561549663543701
197	1	noft	14	 valid	 0.40522876381874084	 0.4339909851551056	 0.40936824679374695
83	1	noft	15	 test	 0.6067415475845337	 0.28845077753067017	 0.5883947610855103
203	1	noft	15	 valid	 0.43589746952056885	 0.28395193815231323	 0.43057218194007874
89	1	noft	16	 test	 0.607692301273346	 0.3595740497112274	 0.5877529382705688
209	1	noft	16	 valid	 0.4268292486667633	 0.35805508494377136	 0.4262784719467163
95	1	noft	17	 test	 0.6209386587142944	 0.5146023035049438	 0.6097524762153625
215	1	noft	17	 valid	 0.43023255467414856	 0.495402067899704	 0.442810595035553
101	1	noft	18	 test	 0.5602836608886719	 0.46523019671440125	 0.5336311459541321
221	1	noft	18	 valid	 0.4482758641242981	 0.43405812978744507	 0.45807918906211853
107	1	noft	19	 test	 0.5919539928436279	 0.4383227527141571	 0.5782817006111145
227	1	noft	19	 valid	 0.4107142686843872	 0.4886990487575531	 0.4262794852256775
113	1	noft	20	 test	 0.6204081773757935	 0.41948041319847107	 0.6076886057853699
233	1	noft	20	 valid	 0.47887325286865234	 0.33019527792930603	 0.467338502407074
119	1	noft	21	 test	 0.5813148617744446	 0.5301401019096375	 0.5666437745094299
239	1	noft	21	 valid	 0.40229886770248413	 0.5155616402626038	 0.41759130358695984
